StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,irb_consent,age,zip_code,county,household_income,single_parent,occupation,occupation_9_TEXT,housing,housing_5_TEXT,food,housing_stress,energy_stress,food_stress,trans_stress,internet_access,internet_devices,internet_devices_6_TEXT,child_care,child_care_needs,child_care_needs_3_TEXT,child_care_stress,clothing_stress,services,services_15_TEXT,organizations,organizations_7_TEXT,resources_non_access,resources_non_access_15_TEXT,why_non_access,why_non_access_6_TEXT,happy,sad,stressed,angry,frustrated,tired,hopeful,worried,raffle
2023-02-22 00:37:09,2023-02-22 00:43:15,IP Address,100,366,True,2023-02-22 00:43:15,R_3EzlCUkqUlYOmdJ,anonymous,EN,0.699999988079071,Yes,29,35203,Coffee,"$30,001 - $50,000",No,Disabled,,"Homeless, sheltered (i.e., shelter, or hotel/motel)",,Most of the time,Somewhat stressful,Very stressful,Not stressful,Very stressful,Somewhat reliable,"Smartphone (e.g., iPhone),Smart home device (e.g., Alexa, Google Home)",,"Not applicable, my children are old enough they do not require childcare",,,Somewhat stressful,Somewhat stressful,"Mental health services,Food,Job search or training",,Homeless Shelter,,"Child care,Computer or technology equipment,Healthcare",,"Availability: Resource does not exist in my area,Hours: It was not open when I could get to the location",,Most of the time,Some of the time,Most of the time,Some of the time,Some of the time,Most of the time,Most of the time,Rarely,Yes
2023-02-22 00:37:09,2023-02-22 00:43:26,IP Address,100,376,True,2023-02-22 00:43:26,R_0wyXslbl9xsjEcN,anonymous,EN,0.800000011920929,Yes,35,35575,Coffee,"$30,001 - $50,000",Yes,Employed part-time (31 hours or less per week),,I rent a house or apartment,,Most of the time,Very stressful,Somewhat stressful,Not stressful,Somewhat stressful,Very reliable,"Desktop computer,Smartphone (e.g., iPhone)",,"Not applicable, my children are old enough they do not require childcare",,,Somewhat stressful,Somewhat stressful,"Rent or mortgage assistance,Job search or training,Income assistance",,"Faith-Based Oranizations,Homeless Shelter",,"Rent or mortgage assistance,Utilities,Legal aid",,"Hours: It was not open when I could get to the location,Process: I did not know how to get through all the paperwork and requirements",,Nearly always,Most of the time,Some of the time,Nearly always,Some of the time,Most of the time,Most of the time,Some of the time,Yes
2023-02-22 00:37:12,2023-02-22 00:43:28,IP Address,100,376,True,2023-02-22 00:43:29,R_yIpODPpjR3P6PT3,anonymous,EN,0.699999988079071,Yes,34,35601,Coffee,"$30,001 - $50,000",Yes,Employed full-time (32 hours or more per week),,I rent a house or apartment,,All of the time,Somewhat stressful,Somewhat stressful,Not stressful,Very stressful,Somewhat reliable,"Smartphone (e.g., iPhone),Tablet",,"Not applicable, I do not have children",,,Somewhat stressful,Somewhat stressful,"Mental health services,Food,Income assistance",,"Homeless Shelter,Government Agency",,"Utilities,Healthcare,Medical equipment or supplies",,"Availability: Resource does not exist in my area,Hours: It was not open when I could get to the location",,Some of the time,Nearly always,Nearly always,Rarely,Some of the time,Some of the time,Most of the time,Most of the time,Yes
2023-02-22 00:51:36,2023-02-22 01:09:02,IP Address,100,1046,True,2023-02-22 01:09:03,R_1qalaqIzFhWFRVd,anonymous,EN,0.699999988079071,Yes,32,90014,Brooks,"$70,001 - $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,"Not applicable, do not have to pay for this",Not stressful,Not stressful,Not stressful,Very reliable,"Laptop computer,Smartphone (e.g., iPhone),Smart home device (e.g., Alexa, Google Home)",,"Yes, my child care needs are met",Full-time child care,,Not stressful,Not stressful,"Child care,Computer or technology equipment,Healthcare",,Government Agency,,"Legal aid,Transportation",,"Hours: It was not open when I could get to the location,Process: I did not know how to get through all the paperwork and requirements",,Most of the time,Some of the time,Some of the time,Some of the time,Rarely,Some of the time,Most of the time,Some of the time,Yes
2023-02-22 01:23:39,2023-02-22 01:28:37,IP Address,100,297,True,2023-02-22 01:28:37,R_BsHHbkEKiCdOs0h,anonymous,EN,0.8999999761581421,Yes,25,08758,Ware,"$50,001 - $70,000",Yes,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,Not stressful,Not stressful,Not stressful,Not stressful,Somewhat reliable,"Desktop computer,Laptop computer,Smartphone (e.g., iPhone)",,"Yes, we have additional child care needs",After-school child care,,Somewhat stressful,Not stressful,"Child care,Healthcare,Medical equipment or supplies",,"Government Agency,Nonprofit organization",,"None, I was able to access all the resources I needed",,,,Most of the time,Some of the time,Some of the time,Rarely,Some of the time,Some of the time,Most of the time,Some of the time,Yes
2023-02-22 01:24:43,2023-02-22 01:30:14,IP Address,100,331,True,2023-02-22 01:30:15,R_1Crn9Lf6v6lTMfN,anonymous,EN,0.699999988079071,Yes,23,97230,Atkinson,"$50,001 - $70,000",No,Employed full-time (32 hours or more per week),,I rent a house or apartment,,All of the time,Somewhat stressful,Somewhat stressful,Not stressful,Somewhat stressful,Somewhat reliable,"Desktop computer,Smartphone (e.g., iPhone),Tablet,Smart home device (e.g., Alexa, Google Home)",,"Yes, we have additional child care needs",Full-time child care,,Somewhat stressful,Somewhat stressful,"Mental health services,Food,Clothing of household items,Child care,Utilities,Legal aid,Healthcare",,"Faith-Based Oranizations,Local Food Bank,Afterschool Program",,"Mental health services,Food,Clothing of household items,Child care,Computer or technology equipment,Healthcare,Medical equipment or supplies",,"Availability: Resource does not exist in my area,Transportation: I did not have a good way to get to the location,Hours: It was not open when I could get to the location,Cost: Lack of funds to receive services,Process: I did not know how to get through all the paperwork and requirements",,Some of the time,Rarely,Rarely,Rarely,Rarely,Rarely,Nearly always,Rarely,Yes
2023-02-21 22:10:39,2023-02-22 01:36:03,IP Address,100,12323,True,2023-02-22 01:36:03,R_2WBvZQXRdmxZJMX,anonymous,EN,0.6000000238418579,Yes,37,17332,Brooks,"$30,001 - $50,000",Yes,"Student,Self-Employed,Disabled",,I own my own home or apartment,,Most of the time,Not stressful,"Not applicable, do not have to pay for this","Not applicable, do not have to pay for this","Not applicable, do not have to pay for this",Not at all reliable,Desktop computer,,"Yes, my child care needs are met",Full-time child care,,"Not applicable, I do not have to pay for this",Somewhat stressful,"Clothing of household items,Rent or mortgage assistance,Computer or technology equipment",,"Faith-Based Oranizations,Homeless Shelter,Domestic Assault Shelter",,"Child care,Utilities,Computer or technology equipment,Job search or training",,"Transportation: I did not have a good way to get to the location,Cost: Lack of funds to receive services",,Most of the time,Some of the time,Most of the time,Most of the time,Some of the time,Most of the time,Some of the time,Some of the time,Yes
2023-02-22 01:46:44,2023-02-22 01:48:33,IP Address,100,108,True,2023-02-22 01:48:33,R_1PbFdPYdevZtsYX,anonymous,EN,0.6000000238418579,Yes,27,90017,Coffee,"$50,001 - $70,000",Yes,"Employed part-time (31 hours or less per week),Self-Employed",,I own my own home or apartment,,Most of the time,Very stressful,Somewhat stressful,Somewhat stressful,Very stressful,Very reliable,"Desktop computer,Laptop computer,Smartphone (e.g., iPhone),Tablet,Smart home device (e.g., Alexa, Google Home)",,"Yes, my child care needs are met",Full-time child care,,Very stressful,Very stressful,"I have not used any of the services below,Mental health services,Food,Clothing of household items,Child care,Rent or mortgage assistance,Utilities,Computer or technology equipment,Legal aid,Healthcare,Medical equipment or supplies",,,,"Mental health services,Food,Clothing of household items,Child care,Rent or mortgage assistance,Utilities,Computer or technology equipment,Legal aid,Healthcare",,"Availability: Resource does not exist in my area,Transportation: I did not have a good way to get to the location,Hours: It was not open when I could get to the location,Cost: Lack of funds to receive services,Process: I did not know how to get through all the paperwork and requirements",,Most of the time,Most of the time,Some of the time,Some of the time,Some of the time,Some of the time,Most of the time,Most of the time,Yes
2023-02-22 01:47:16,2023-02-22 01:50:52,IP Address,100,215,True,2023-02-22 01:50:53,R_b8fcbPB80cl3mil,anonymous,EN,0.699999988079071,Yes,44,68701,Brooks,"$30,001 - $50,000",Yes,Employed full-time (32 hours or more per week),,I own my own home or apartment,,Most of the time,Not stressful,Somewhat stressful,Somewhat stressful,Very stressful,Not at all reliable,"Smartphone (e.g., iPhone)",,"Yes, we have additional child care needs",After-school child care,,Somewhat stressful,Somewhat stressful,"Clothing of household items,Utilities,Legal aid,Job search or training",,"Local Food Bank,Domestic Assault Shelter,Nonprofit organization",,"Food,Child care,Utilities,Computer or technology equipment,Healthcare",,"Availability: Resource does not exist in my area,Hours: It was not open when I could get to the location,Cost: Lack of funds to receive services",,Some of the time,Most of the time,Most of the time,Most of the time,Some of the time,Some of the time,Most of the time,Most of the time,Yes
2023-02-22 01:48:06,2023-02-22 01:55:52,IP Address,100,465,True,2023-02-22 01:55:52,R_1jU2Ug6EZPizOCS,anonymous,EN,0.800000011920929,Yes,35,67151,Berrien,"$70,001 - $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,Most of the time,Somewhat stressful,Somewhat stressful,Somewhat stressful,Not stressful,Somewhat reliable,"Desktop computer,Smartphone (e.g., iPhone)",,"Yes, we require child care but do not have it",After-school child care,,Somewhat stressful,Not stressful,"Food,Clothing of household items,Computer or technology equipment,Medical equipment or supplies,Income assistance",,"Local Food Bank,Afterschool Program,Government Agency",,"Mental health services,Rent or mortgage assistance,Legal aid,Job search or training",,"Cost: Lack of funds to receive services,Process: I did not know how to get through all the paperwork and requirements",,Most of the time,Some of the time,Most of the time,Some of the time,Some of the time,Some of the time,Most of the time,Some of the time,Yes
2023-02-22 01:54:05,2023-02-22 01:56:08,IP Address,100,122,True,2023-02-22 01:56:09,R_7a3tpzkQKqLyOvn,anonymous,EN,0.699999988079071,Yes,25,,Atkinson,"$30,001 - $50,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,Most of the time,Somewhat stressful,Somewhat stressful,Not stressful,Not stressful,Somewhat reliable,"Laptop computer,Smartphone (e.g., iPhone)",,"Yes, my child care needs are met",After-school child care,,Not stressful,Not stressful,"Food,Child care,Healthcare",,"Local Food Bank,Afterschool Program,Government Agency",,"Rent or mortgage assistance,Healthcare,Job search or training",,"Transportation: I did not have a good way to get to the location,Hours: It was not open when I could get to the location",,Most of the time,Most of the time,Most of the time,Rarely,Some of the time,Most of the time,Most of the time,Some of the time,Yes
2023-02-22 02:02:21,2023-02-22 02:11:24,IP Address,100,542,True,2023-02-22 02:11:24,R_3eh8XNnQ3vU63LG,anonymous,EN,0.8999999761581421,Yes,35,52495,Bacon,"$50,001 - $70,000",Yes,Employed full-time (32 hours or more per week),,I own my own home or apartment,,Some of the time,Somewhat stressful,Somewhat stressful,Very stressful,Somewhat stressful,Somewhat reliable,"Desktop computer,Laptop computer,Smart home device (e.g., Alexa, Google Home)",,"Not applicable, my children are old enough they do not require childcare",,,Somewhat stressful,Somewhat stressful,"Food,Clothing of household items,Legal aid,Healthcare,Job search or training",,"Faith-Based Oranizations,Afterschool Program,Government Agency",,"Mental health services,Child care,Computer or technology equipment",,"Availability: Resource does not exist in my area,Hours: It was not open when I could get to the location,Cost: Lack of funds to receive services",,Most of the time,Rarely,Most of the time,Some of the time,Rarely,Most of the time,Some of the time,Some of the time,No
2023-02-22 02:16:06,2023-02-22 02:27:31,IP Address,100,685,True,2023-02-22 02:27:32,R_2RTT2fN1PkvM1qL,anonymous,EN,0.6000000238418579,Yes,30,64111,Lanier,"$0 - $30,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,Somewhat stressful,Not stressful,Not stressful,Not stressful,Very reliable,"Desktop computer,Smartphone (e.g., iPhone),Smart home device (e.g., Alexa, Google Home)",,"Yes, my child care needs are met",Full-time child care,,Not stressful,Not stressful,"Food,Computer or technology equipment,Medical equipment or supplies",,"Homeless Shelter,Afterschool Program,Government Agency",,"Child care,Legal aid,Job search or training",,"Availability: Resource does not exist in my area,Transportation: I did not have a good way to get to the location,Cost: Lack of funds to receive services",,Some of the time,Rarely,Most of the time,Rarely,Rarely,Rarely,Most of the time,Some of the time,Yes
2023-02-22 02:28:37,2023-02-22 02:38:13,IP Address,100,575,True,2023-02-22 02:38:13,R_1Y3WgimRf7H2npn,anonymous,EN,0.6000000238418579,Yes,52,94107,Brooks,"Greater than $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,Not stressful,Not stressful,Not stressful,Not stressful,Somewhat reliable,"Desktop computer,Laptop computer,Smartphone (e.g., iPhone)",,"Not applicable, my children are old enough they do not require childcare",,,Not stressful,Not stressful,"Food,Clothing of household items,Utilities,Computer or technology equipment",,Faith-Based Oranizations,,"None, I was able to access all the resources I needed",,,,Most of the time,Some of the time,Rarely,Some of the time,Rarely,Some of the time,Most of the time,Rarely,Yes
2023-02-22 02:28:41,2023-02-22 02:38:29,IP Address,100,587,True,2023-02-22 02:38:29,R_2EjheazFVABf7x9,anonymous,EN,0.6000000238418579,Yes,27,94107,Brooks,"Greater than $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,Not stressful,"Not applicable, do not have to pay for this",Not stressful,Not stressful,Somewhat reliable,"Desktop computer,Laptop computer,Smartphone (e.g., iPhone)",,"Not applicable, my children are old enough they do not require childcare",,,Not stressful,Not stressful,"Food,Clothing of household items,Computer or technology equipment,Healthcare",,Faith-Based Oranizations,,"None, I was able to access all the resources I needed",,,,Most of the time,Rarely,Rarely,Some of the time,Rarely,Some of the time,Most of the time,Rarely,Yes
2023-02-22 02:30:41,2023-02-22 02:41:11,IP Address,100,629,True,2023-02-22 02:41:11,R_3NRmSZKzfx3KCyR,anonymous,EN,0.800000011920929,Yes,twenty-seven,12989,Bacon,"Greater than $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,Not stressful,Not stressful,Not stressful,Not stressful,Very reliable,"Desktop computer,Smartphone (e.g., iPhone),Tablet,Smart home device (e.g., Alexa, Google Home)",,"Yes, my child care needs are met",Full-time child care,,Not stressful,Not stressful,"Utilities,Computer or technology equipment,Medical equipment or supplies",,"Local Food Bank,Government Agency",,"Food,Child care",,Hours: It was not open when I could get to the location,,Most of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Most of the time,Some of the time,Yes
2023-02-22 02:42:35,2023-02-22 02:49:50,IP Address,100,434,True,2023-02-22 02:49:50,R_2TQWeoLe7udxSNo,anonymous,EN,0.800000011920929,Yes,49,99850,Brooks,"$70,001 - $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,Most of the time,Somewhat stressful,Not stressful,Not stressful,Not stressful,Somewhat reliable,Desktop computer,,"Not applicable, my children are old enough they do not require childcare",,,Not stressful,Not stressful,"Mental health services,Food,Healthcare,Medical equipment or supplies",,Government Agency,,"Food,Clothing of household items",,Cost: Lack of funds to receive services,,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Yes
2023-02-22 02:42:42,2023-02-22 02:49:54,IP Address,100,431,True,2023-02-22 02:49:54,R_2VwN9w8yeSqJNGX,anonymous,EN,1,Yes,33,49053,Clinch,"$50,001 - $70,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,Most of the time,Somewhat stressful,Not stressful,Not stressful,Not stressful,Somewhat reliable,Laptop computer,,"Yes, my child care needs are met",After-school child care,,Somewhat stressful,Somewhat stressful,Child care,,Government Agency,,Child care,,"Transportation: I did not have a good way to get to the location,Cost: Lack of funds to receive services",,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Most of the time,Some of the time,Yes
2023-02-22 02:36:42,2023-02-22 02:51:56,IP Address,100,913,True,2023-02-22 02:51:57,R_2w13isaST7qc8GG,anonymous,EN,,Yes,30,,Brooks,"$70,001 - $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,Not stressful,Somewhat stressful,Not stressful,Not stressful,Very reliable,"Desktop computer,Laptop computer,Smartphone (e.g., iPhone)",,"Yes, we have additional child care needs",After-school child care,,Somewhat stressful,Not stressful,"Food,Clothing of household items,Child care,Rent or mortgage assistance,Computer or technology equipment,Healthcare,Medical equipment or supplies,Transportation",,Government Agency,,"None, I was able to access all the resources I needed",,,,Most of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Yes
2023-02-22 02:36:40,2023-02-22 02:51:57,IP Address,100,917,True,2023-02-22 02:51:57,R_ZjyXKA8lpGG2ReV,anonymous,EN,,Yes,32,,Echols,"$70,001 - $90,000",No,Employed part-time (31 hours or less per week),,I own my own home or apartment,,All of the time,Somewhat stressful,Not stressful,Not stressful,Somewhat stressful,Somewhat reliable,"Laptop computer,Smartphone (e.g., iPhone),Tablet,Smart home device (e.g., Alexa, Google Home)",,"Not applicable, I do not have children",,,Somewhat stressful,Not stressful,"Computer or technology equipment,Legal aid,Medical equipment or supplies,Job search or training,Transportation",,"Local Food Bank,Government Agency",,"None, I was able to access all the resources I needed",,,,Some of the time,Rarely,Some of the time,Some of the time,Some of the time,,Some of the time,Some of the time,Yes
2023-02-22 02:36:37,2023-02-22 02:51:58,IP Address,100,920,True,2023-02-22 02:51:58,R_300lqPc03X9PKYE,anonymous,EN,0.800000011920929,Yes,21,,Jeff Davis,"$30,001 - $50,000",No,Student,,"Homeless, sheltered (i.e., shelter, or hotel/motel)",,All of the time,"Not applicable, do not have to pay for this","Not applicable, do not have to pay for this",Not stressful,Not stressful,Somewhat reliable,"Desktop computer,Laptop computer,Smartphone (e.g., iPhone),Tablet,Smart home device (e.g., Alexa, Google Home)",,"Not applicable, I do not have children",,,Somewhat stressful,Not stressful,"Food,Child care,Rent or mortgage assistance,Computer or technology equipment,Legal aid",,"Local Food Bank,Government Agency",,"None, I was able to access all the resources I needed",,,,Some of the time,Rarely,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Yes
2023-02-22 02:36:36,2023-02-22 02:52:01,IP Address,100,924,True,2023-02-22 02:52:01,R_3MEFF9hNxner53H,anonymous,EN,,Yes,25,,Atkinson,"$50,001 - $70,000",No,Employed full-time (32 hours or more per week),,I rent a house or apartment,,All of the time,Somewhat stressful,Not stressful,Not stressful,Not stressful,Somewhat reliable,"Desktop computer,Laptop computer,Smart home device (e.g., Alexa, Google Home)",,"Yes, we have additional child care needs",After-school child care,,Somewhat stressful,Somewhat stressful,"Mental health services,Food,Clothing of household items,Rent or mortgage assistance,Computer or technology equipment,Medical equipment or supplies",,"Local Food Bank,Government Agency,Nonprofit organization",,"None, I was able to access all the resources I needed",,,,Most of the time,Some of the time,,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Yes
2023-02-22 02:42:33,2023-02-22 02:54:22,IP Address,100,709,True,2023-02-22 02:54:23,R_2DTcPGKn9jC2zh2,anonymous,EN,0.800000011920929,Yes,52,94107,Atkinson,"Greater than $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,Not stressful,Not stressful,Not stressful,Not stressful,Somewhat reliable,"Desktop computer,Laptop computer,Smartphone (e.g., iPhone)",,"Not applicable, my children are old enough they do not require childcare",,,Not stressful,Not stressful,"Legal aid,Healthcare,Medical equipment or supplies",,Government Agency,,Rent or mortgage assistance,,Availability: Resource does not exist in my area,,Most of the time,Some of the time,Some of the time,Some of the time,Rarely,Some of the time,Most of the time,Some of the time,Yes
2023-02-22 02:42:39,2023-02-22 02:54:26,IP Address,100,706,True,2023-02-22 02:54:26,R_3qkXQSDnMBctruC,anonymous,EN,0.800000011920929,Yes,49,94107,Atkinson,"Greater than $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,Not stressful,Not stressful,Not stressful,Not stressful,Somewhat reliable,"Desktop computer,Laptop computer,Smartphone (e.g., iPhone)",,"Yes, we require child care but do not have it",Full-time child care,,Not stressful,Not stressful,"Legal aid,Healthcare,Medical equipment or supplies",,Government Agency,,Rent or mortgage assistance,,Availability: Resource does not exist in my area,,Most of the time,Rarely,Rarely,Some of the time,Rarely,Most of the time,Most of the time,Rarely,Yes
2023-02-22 02:43:11,2023-02-22 03:06:37,IP Address,100,1405,True,2023-02-22 03:06:38,R_YRFPptK5HQY66l3,anonymous,EN,0.30000001192092896,Yes,32,90250,Atkinson,"$50,001 - $70,000",Yes,Employed full-time (32 hours or more per week),,I rent a house or apartment,,All of the time,Very stressful,Very stressful,Somewhat stressful,Somewhat stressful,Not at all reliable,"Smartphone (e.g., iPhone)",,"Not applicable, I do not have children",,,Very stressful,Very stressful,"Mental health services,Food,Clothing of household items,Child care,Rent or mortgage assistance,Computer or technology equipment,Income assistance",,"Local Food Bank,Government Agency",,"Mental health services,Utilities,Job search or training,Income assistance",,"Hours: It was not open when I could get to the location,Cost: Lack of funds to receive services,Process: I did not know how to get through all the paperwork and requirements",,Rarely,Most of the time,Most of the time,Some of the time,Most of the time,Most of the time,Some of the time,Nearly always,Yes
2023-02-22 02:44:05,2023-02-22 03:06:39,IP Address,100,1353,True,2023-02-22 03:06:39,R_3fHPWinOaxUYRtE,anonymous,EN,0.10000000149011612,Yes,33,92688,Berrien,"$30,001 - $50,000",No,Employed full-time (32 hours or more per week),,I rent a house or apartment,,All of the time,Somewhat stressful,Very stressful,Not stressful,Somewhat stressful,Somewhat reliable,Desktop computer,,"Not applicable, my children are old enough they do not require childcare",,,Somewhat stressful,Somewhat stressful,"Mental health services,Food,Clothing of household items,Child care,Rent or mortgage assistance,Medical equipment or supplies",,"Local Food Bank,Homeless Shelter,Government Agency,Nonprofit organization",,"Food,Child care,Rent or mortgage assistance,Job search or training",,"Availability: Resource does not exist in my area,Transportation: I did not have a good way to get to the location,Cost: Lack of funds to receive services",,Most of the time,Some of the time,Some of the time,Rarely,Some of the time,Nearly always,Rarely,Some of the time,Yes
2023-02-22 02:44:11,2023-02-22 03:06:39,IP Address,100,1348,True,2023-02-22 03:06:40,R_2vc3n7ZZFN5ho4x,anonymous,EN,0.30000001192092896,Yes,36,20037,Atkinson,"$70,001 - $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,Not stressful,Not stressful,Not stressful,Not stressful,Very reliable,Laptop computer,,"Yes, we have additional child care needs",After-school child care,,Not stressful,Not stressful,"Mental health services,Utilities,Computer or technology equipment,Legal aid,Medical equipment or supplies",,"Local Food Bank,Homeless Shelter,Domestic Assault Shelter,Government Agency,Nonprofit organization",,"Child care,Computer or technology equipment,Transportation",,"Hours: It was not open when I could get to the location,Cost: Lack of funds to receive services",,Nearly always,Rarely,Some of the time,Rarely,Rarely,Most of the time,Most of the time,Rarely,Yes
2023-02-22 02:58:00,2023-02-22 03:09:19,IP Address,100,678,True,2023-02-22 03:09:19,R_es32yGH0kDZcNOh,anonymous,EN,0.30000001192092896,Yes,29,94107,Atkinson,"Greater than $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,Not stressful,Not stressful,Not stressful,Not stressful,Somewhat reliable,"Desktop computer,Laptop computer,Smartphone (e.g., iPhone)",,"Yes, my child care needs are met",Full-time child care,,Not stressful,Not stressful,"Legal aid,Healthcare,Medical equipment or supplies,Transportation",,Government Agency,,Mental health services,,Availability: Resource does not exist in my area,,Most of the time,Rarely,Some of the time,Some of the time,Rarely,Most of the time,Most of the time,Some of the time,Yes
2023-02-22 02:58:08,2023-02-22 03:09:26,IP Address,100,677,True,2023-02-22 03:09:26,R_3qKfopRwIVaPwik,anonymous,EN,0.800000011920929,Yes,46,94107,Atkinson,"Greater than $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,Not stressful,Not stressful,Not stressful,Not stressful,Somewhat reliable,"Desktop computer,Laptop computer,Smartphone (e.g., iPhone)",,"Not applicable, my children are old enough they do not require childcare",,,Not stressful,Not stressful,"Legal aid,Healthcare,Medical equipment or supplies,Transportation",,Government Agency,,Mental health services,,Availability: Resource does not exist in my area,,Most of the time,Some of the time,Rarely,Some of the time,Rarely,Most of the time,Most of the time,Most of the time,Yes
2023-02-22 03:11:16,2023-02-22 03:19:26,IP Address,100,490,True,2023-02-22 03:19:27,R_3KHhCsrH0yeoE61,anonymous,EN,0.800000011920929,Yes,44,94107,Atkinson,"Greater than $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,Somewhat stressful,Not stressful,Not stressful,Not stressful,Somewhat reliable,"Desktop computer,Laptop computer,Smartphone (e.g., iPhone)",,"Not applicable, my children are old enough they do not require childcare",,,Somewhat stressful,Not stressful,"Utilities,Legal aid,Healthcare",,Government Agency,,Mental health services,,Availability: Resource does not exist in my area,,Most of the time,Some of the time,Some of the time,Rarely,Some of the time,Most of the time,Most of the time,Some of the time,Yes
2023-02-22 03:11:21,2023-02-22 03:19:28,IP Address,100,486,True,2023-02-22 03:19:28,R_3fjbNXLTVKRize7,anonymous,EN,0.6000000238418579,Yes,36,94107,Atkinson,"Greater than $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,Somewhat stressful,Not stressful,Not stressful,Not stressful,Somewhat reliable,"Desktop computer,Laptop computer,Smartphone (e.g., iPhone)",,"Not applicable, my children are old enough they do not require childcare",,,Not stressful,Not stressful,"Utilities,Legal aid,Healthcare",,Government Agency,,Mental health services,,Availability: Resource does not exist in my area,,Most of the time,Some of the time,Some of the time,Some of the time,Some of the time,Most of the time,Most of the time,Some of the time,Yes
2023-02-22 03:21:37,2023-02-22 03:28:56,IP Address,100,438,True,2023-02-22 03:28:57,R_2PoP8st5dywalWv,anonymous,EN,0.6000000238418579,Yes,43,94107,Atkinson,"Greater than $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,Not stressful,Not stressful,Not stressful,Not stressful,Somewhat reliable,"Desktop computer,Laptop computer,Smartphone (e.g., iPhone)",,"Not applicable, my children are old enough they do not require childcare",,,Not stressful,Not stressful,"Legal aid,Healthcare",,Government Agency,,Mental health services,,Availability: Resource does not exist in my area,,Most of the time,Some of the time,Some of the time,Rarely,Rarely,Some of the time,Most of the time,Rarely,Yes
2023-02-22 03:21:42,2023-02-22 03:28:59,IP Address,100,437,True,2023-02-22 03:28:59,R_3k1G33JACOR7CJj,anonymous,EN,0.6000000238418579,Yes,31,94107,Atkinson,"Greater than $90,000",No,Employed full-time (32 hours or more per week),,I own my own home or apartment,,All of the time,Not stressful,Not stressful,Not stressful,Not stressful,Somewhat reliable,"Desktop computer,Laptop computer,Smartphone (e.g., iPhone)",,"Yes, my child care needs are met",Full-time child care,,Not stressful,Not stressful,"Computer or technology equipment,Legal aid,Healthcare",,Government Agency,,Mental health services,,Availability: Resource does not exist in my area,,Most of the time,Some of the time,Some of the time,Some of the time,Rarely,Some of the time,Most of the time,Rarely,Yes
2023-02-22 03:51:08,2023-02-22 03:53:37,IP Address,100,149,True,2023-02-22 03:53:38,R_3QYjSLfZuT14huf,anonymous,EN,0.30000001192092896,Yes,38,08512,Berrien,"$70,001 - $90,000",No,Employed full-time (32 hours or more per week),,I rent a house or apartment,,Most of the time,Somewhat stressful,Somewhat stressful,Not stressful,Somewhat stressful,Somewhat reliable,"Desktop computer,Smartphone (e.g., iPhone),Tablet",,"Yes, we have additional child care needs",Full-time child care,,Somewhat stressful,Somewhat stressful,"Mental health services,Food,Child care,Healthcare",,"Faith-Based Oranizations,Local Food Bank,Government Agency",,"Mental health services,Clothing of household items,Child care,Healthcare",,"Transportation: I did not have a good way to get to the location,Cost: Lack of funds to receive services",,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Most of the time,Some of the time,Yes
